"Region Name","Region Type","Data Type",Apr 2006,May 2006,Jun 2006,Jul 2006,Aug 2006,Sep 2006,Oct 2006,Nov 2006,Dec 2006,Jan 2007,Feb 2007,Mar 2007,Apr 2007,May 2007,Jun 2007,Jul 2007,Aug 2007,Sep 2007,Oct 2007,Nov 2007,Dec 2007,Jan 2008,Feb 2008,Mar 2008,Apr 2008,May 2008,Jun 2008,Jul 2008,Aug 2008,Sep 2008,Oct 2008,Nov 2008,Dec 2008,Jan 2009,Feb 2009,Mar 2009,Apr 2009,May 2009,Jun 2009,Jul 2009,Aug 2009,Sep 2009,Oct 2009,Nov 2009,Dec 2009,Jan 2010,Feb 2010,Mar 2010,Apr 2010,May 2010,Jun 2010,Jul 2010,Aug 2010,Sep 2010,Oct 2010,Nov 2010,Dec 2010,Jan 2011,Feb 2011,Mar 2011,Apr 2011,May 2011,Jun 2011,Jul 2011,Aug 2011,Sep 2011,Oct 2011,Nov 2011,Dec 2011,Jan 2012,Feb 2012,Mar 2012,Apr 2012,May 2012,Jun 2012,Jul 2012,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Jan 2016,Feb 2016,Mar 2016
"Portland","city","All Homes","$270,800","$274,700","$277,900","$279,700","$280,900","$282,600","$285,600","$288,700","$290,500","$291,700","$293,800","$295,600","$297,300","$298,300","$299,100","$300,300","$301,300","$301,300","$299,400","$296,500","$294,600","$294,400","$294,000","$293,200","$291,700","$290,200","$288,800","$287,500","$286,300","$284,800","$282,500","$280,500","$280,400","$281,400","$281,300","$280,000","$278,400","$276,700","$275,000","$273,500","$272,600","$271,800","$271,300","$271,200","$270,700","$269,300","$267,500","$266,600","$265,800","$264,100","$261,700","$259,300","$256,400","$253,500","$251,400","$250,400","$249,600","$248,100","$245,900","$243,800","$242,000","$240,700","$240,600","$240,500","$239,800","$239,500","$239,300","$239,100","$239,300","$238,700","$238,100","$238,100","$238,900","$240,900","$243,800","$246,700","$250,200","$253,200","$255,400","$257,100","$257,200","$258,100","$262,200","$267,000","$270,500","$274,500","$278,800","$282,600","$284,300","$286,800","$290,900","$294,300","$296,000","$298,700","$301,500","$303,100","$303,300","$299,100","$293,700","$292,200","$294,600","$295,700","$296,500","$297,200","$297,800","$298,200","$299,200","$301,200","$304,800","$313,500","$321,600","$325,000","$327,200","$332,500","$337,100","$342,200","$348,100","$353,600","$357,600","$360,500"
"Alameda","neighborhood","All Homes","$465,000","$472,500","$480,900","$489,000","$495,200","$500,300","$504,700","$510,200","$515,000","$517,800","$519,900","$523,000","$525,700","$526,600","$525,300","$523,500","$522,100","$520,600","$518,300","$516,200","$516,300","$517,900","$519,700","$519,100","$517,000","$514,800","$513,400","$512,000","$510,700","$509,000","$507,200","$502,400","$495,400","$490,300","$487,500","$484,600","$481,500","$477,600","$473,900","$471,700","$470,800","$469,100","$467,200","$467,100","$467,000","$467,000","$467,000","$467,200","$466,800","$465,200","$462,700","$460,700","$458,400","$455,200","$451,900","$450,000","$449,300","$447,900","$445,100","$441,000","$436,600","$433,800","$432,500","$431,900","$432,100","$433,200","$435,100","$437,800","$440,700","$442,500","$444,700","$449,700","$456,100","$462,700","$469,400","$474,700","$477,400","$479,900","$483,100","$485,600","$487,100","$489,200","$493,300","$500,100","$507,700","$514,200","$519,900","$525,700","$532,000","$538,000","$542,600","$546,100","$549,300","$552,600","$556,000","$559,800","$563,100","$566,200","$570,900","$576,200","$579,400","$581,700","$584,800","$587,500","$589,900","$592,700","$594,200","$593,500","$595,700","$603,000","$611,200","$618,300","$626,500","$636,300","$646,200","$656,400","$669,100","$681,700","$690,400","$696,000"
"Arbor Lodge","neighborhood","All Homes","$256,600","$259,700","$262,500","$265,200","$267,600","$270,100","$272,500","$274,200","$275,000","$276,100","$277,000","$277,500","$277,900","$278,600","$279,600","$281,100","$282,700","$283,400","$282,800","$281,500","$281,400","$282,300","$282,900","$282,900","$282,400","$281,100","$279,700","$278,300","$277,000","$275,300","$273,400","$271,300","$269,700","$268,500","$267,900","$267,300","$267,000","$266,600","$265,800","$264,700","$263,600","$262,900","$262,900","$263,900","$265,000","$264,600","$263,500","$262,900","$261,700","$259,300","$257,300","$254,800","$250,800","$247,200","$245,000","$243,400","$242,200","$240,900","$238,700","$236,200","$233,900","$232,300","$231,200","$231,400","$233,300","$235,800","$237,300","$237,200","$236,900","$237,500","$238,800","$241,300","$245,100","$249,100","$252,000","$254,300","$256,100","$257,700","$259,500","$261,900","$263,700","$265,100","$267,100","$270,600","$276,300","$283,000","$288,500","$291,900","$294,900","$298,100","$300,300","$301,900","$303,600","$306,600","$310,300","$311,700","$309,500","$306,600","$306,300","$307,900","$310,900","$313,300","$316,000","$319,300","$322,200","$324,100","$326,300","$329,300","$333,500","$338,700","$344,500","$350,600","$356,400","$361,600","$367,000","$373,800","$381,300","$387,600","$392,700","$396,900"
"Argay","neighborhood","All Homes","$276,100","$277,600","$279,300","$280,700","$282,200","$284,000","$286,800","$290,400","$293,600","$296,300","$299,000","$301,500","$304,100","$306,200","$307,200","$307,600","$307,400","$305,700","$303,300","$301,400","$299,700","$297,400","$294,900","$292,900","$290,500","$288,100","$285,700","$282,500","$279,400","$277,400","$275,100","$271,500","$268,700","$267,200","$265,500","$263,000","$260,900","$259,500","$258,700","$257,700","$256,500","$255,400","$254,300","$253,500","$252,000","$250,300","$248,700","$247,100","$245,200","$243,100","$240,200","$237,500","$235,000","$232,000","$229,100","$226,800","$225,100","$223,900","$222,600","$220,600","$218,100","$215,200","$212,100","$210,600","$210,700","$211,000","$210,600","$210,500","$210,900","$211,300","$212,300","$214,400","$216,400","$218,100","$219,800","$220,600","$220,600","$221,700","$223,700","$225,000","$226,000","$227,100","$228,100","$229,000","$230,800","$233,900","$238,200","$242,800","$246,600","$249,500","$252,000","$253,300","$254,000","$255,400","$257,200","$259,700","$261,700","$261,900","$261,800","$262,200","$262,200","$261,400","$261,300","$261,600","$261,400","$260,400","$260,300","$261,200","$263,700","$267,400","$271,600","$274,900","$278,300","$281,700","$285,400","$290,100","$295,100","$298,900","$301,200","$302,800"
"Arnold Creek","neighborhood","All Homes","$463,400","$470,700","$476,500","$481,500","$485,800","$488,300","$489,000","$489,900","$489,400","$488,900","$489,600","$490,500","$489,500","$488,100","$488,300","$488,900","$488,700","$489,100","$490,100","$488,500","$486,500","$485,400","$484,600","$483,800","$482,500","$478,400","$472,800","$468,700","$465,800","$462,600","$458,400","$452,300","$448,100","$448,300","$449,300","$446,600","$442,900","$441,200","$441,600","$440,700","$438,700","$435,800","$433,000","$431,300","$429,400","$426,300","$425,100","$426,400","$427,000","$424,700","$419,200","$412,700","$405,700","$398,900","$394,500","$393,000","$392,100","$389,900","$385,500","$379,400","$373,400","$370,000","$368,600","$368,000","$368,500","$370,500","$372,300","$374,300","$376,200","$376,900","$377,700","$379,800","$382,200","$384,000","$385,400","$386,800","$387,800","$388,500","$388,500","$388,300","$388,600","$390,100","$391,600","$394,100","$397,800","$401,400","$407,100","$413,800","$419,800","$423,900","$428,200","$431,600","$435,200","$439,400","$442,600","$445,400","$450,400","$456,100","$458,300","$459,500","$461,100","$463,100","$465,600","$468,300","$468,800","$467,600","$468,900","$472,700","$476,300","$479,400","$483,500","$489,300","$495,800","$502,300","$508,400","$514,600","$520,700","$525,800","$529,700","$532,900"
"Ashcreek","neighborhood","All Homes","$310,600","$314,800","$318,100","$320,000","$322,200","$325,500","$328,500","$330,000","$330,700","$332,100","$334,000","$335,500","$337,600","$339,900","$341,400","$342,300","$342,900","$342,800","$341,600","$340,300","$339,800","$339,800","$339,500","$338,100","$335,500","$331,900","$328,900","$327,000","$325,300","$323,100","$320,600","$317,100","$314,800","$314,800","$315,800","$315,600","$313,900","$310,900","$307,900","$305,700","$304,000","$301,900","$300,000","$298,600","$297,000","$294,900","$293,000","$291,500","$290,400","$288,900","$286,600","$283,700","$280,500","$277,500","$275,500","$274,600","$273,300","$270,600","$267,200","$264,400","$261,800","$259,900","$259,100","$259,300","$259,700","$259,900","$259,500","$259,800","$261,400","$262,800","$263,400","$265,300","$268,300","$271,200","$274,100","$276,400","$278,100","$279,800","$282,100","$283,200","$283,600","$285,000","$288,200","$291,900","$295,300","$299,500","$304,700","$309,900","$314,500","$318,500","$322,200","$325,700","$329,500","$333,400","$337,100","$338,600","$338,900","$339,400","$340,500","$341,300","$342,700","$344,200","$346,400","$348,300","$348,200","$346,900","$346,200","$347,500","$352,400","$359,000","$363,500","$366,600","$370,000","$374,100","$378,200","$382,900","$388,600","$394,500","$399,300","$403,000"
"Beaumont-Wilshire","neighborhood","All Homes","$356,500","$362,300","$369,600","$376,600","$381,400","$384,600","$386,700","$388,900","$391,200","$392,800","$394,400","$396,100","$397,500","$397,600","$396,200","$393,500","$390,800","$389,700","$389,400","$388,300","$387,000","$387,800","$389,400","$390,100","$389,200","$387,700","$386,100","$384,700","$384,100","$382,800","$379,200","$374,700","$372,300","$372,200","$372,300","$370,700","$368,300","$365,700","$362,500","$359,300","$357,700","$357,300","$357,500","$358,400","$358,500","$357,400","$356,800","$357,800","$359,400","$360,000","$358,500","$357,500","$356,300","$354,000","$351,800","$352,500","$353,700","$352,700","$349,400","$345,100","$340,500","$336,700","$335,200","$335,700","$336,600","$337,900","$339,600","$341,500","$343,500","$344,900","$345,600","$346,800","$348,900","$352,600","$358,000","$363,200","$367,500","$371,300","$374,200","$376,100","$377,500","$378,700","$381,500","$387,700","$395,900","$403,600","$410,200","$415,400","$418,800","$422,800","$426,700","$428,000","$428,900","$432,000","$435,000","$436,800","$438,700","$440,500","$443,700","$449,500","$454,000","$454,100","$454,000","$455,200","$456,300","$458,000","$462,700","$469,000","$475,800","$481,300","$483,600","$484,500","$487,800","$493,000","$499,600","$507,400","$514,900","$521,500","$527,700","$532,500"
"Boise","neighborhood","All Homes","$265,100","$269,500","$274,300","$278,800","$282,400","$286,000","$289,800","$292,200","$293,300","$293,800","$293,700","$293,800","$294,200","$294,100","$294,700","$295,600","$295,400","$294,800","$294,000","$294,600","$296,700","$299,700","$301,900","$303,300","$304,000","$305,100","$305,400","$304,800","$304,100","$303,300","$301,600","$298,800","$295,800","$294,200","$293,700","$291,900","$288,600","$285,900","$283,900","$282,100","$281,000","$280,400","$278,900","$277,500","$275,700","$273,200","$271,900","$273,500","$276,300","$277,700","$277,700","$277,600","$277,600","$277,300","$277,500","$278,500","$279,000","$278,200","$277,600","$277,600","$277,800","$275,200","$270,300","$266,200","$264,300","$262,900","$262,900","$263,600","$264,300","$265,200","$266,800","$268,700","$270,400","$273,400","$278,100","$283,000","$286,100","$288,500","$291,300","$295,200","$299,800","$304,300","$307,600","$310,900","$316,100","$322,600","$329,800","$335,900","$338,400","$339,100","$341,100","$343,600","$345,800","$347,300","$348,000","$347,700","$346,700","$345,700","$345,000","$345,600","$348,200","$351,200","$353,200","$354,600","$355,600","$356,600","$357,400","$358,800","$362,400","$367,800","$373,600","$380,500","$388,700","$398,100","$406,600","$413,500","$420,200","$428,000","$436,400","$443,700"
"Brentwood-Darlington","neighborhood","All Homes","$183,700","$186,300","$188,800","$191,000","$193,200","$195,200","$196,900","$198,400","$199,500","$200,400","$201,300","$202,300","$203,200","$203,400","$203,300","$203,500","$203,500","$203,000","$202,600","$202,400","$202,600","$202,600","$202,200","$202,000","$201,300","$200,100","$198,800","$197,100","$195,300","$193,600","$191,900","$190,000","$188,600","$187,800","$187,100","$185,600","$184,400","$183,800","$183,500","$182,800","$182,000","$181,600","$181,700","$181,500","$180,600","$179,600","$178,500","$177,400","$176,200","$174,600","$172,400","$170,300","$168,500","$166,500","$164,000","$161,900","$160,600","$159,100","$157,300","$155,700","$154,600","$153,200","$151,900","$151,000","$150,700","$150,000","$148,600","$147,500","$146,800","$145,900","$145,200","$145,000","$144,800","$145,000","$145,400","$145,700","$145,700","$146,100","$147,500","$149,100","$150,300","$151,800","$154,000","$157,000","$161,100","$165,400","$169,200","$173,100","$177,100","$180,600","$183,100","$184,900","$186,700","$189,300","$192,000","$193,500","$192,700","$191,500","$191,300","$192,000","$192,700","$193,800","$195,800","$198,200","$199,600","$200,400","$202,100","$204,700","$208,400","$213,000","$217,100","$220,300","$223,900","$228,000","$232,400","$236,700","$241,300","$245,900","$249,400","$251,600"
"Bridlemile","neighborhood","All Homes","$450,500","$454,800","$457,400","$460,100","$463,000","$466,600","$469,500","$471,400","$472,800","$474,100","$477,200","$480,300","$483,000","$486,900","$490,800","$491,100","$490,100","$488,900","$487,600","$486,600","$485,600","$484,100","$481,300","$479,300","$476,600","$471,500","$465,500","$462,000","$460,900","$460,600","$458,500","$453,500","$449,500","$448,700","$448,800","$445,700","$442,000","$437,900","$432,500","$426,600","$423,000","$420,300","$417,700","$416,600","$416,600","$415,300","$412,200","$409,200","$405,300","$400,700","$397,500","$395,900","$392,700","$388,000","$385,000","$384,100","$383,300","$381,100","$379,900","$379,300","$379,900","$381,000","$381,400","$381,300","$382,900","$384,900","$386,900","$389,000","$390,000","$389,400","$388,900","$390,300","$392,000","$394,100","$396,800","$398,600","$397,200","$394,700","$392,600","$390,900","$389,900","$390,800","$394,000","$398,100","$401,400","$405,400","$411,200","$418,000","$425,100","$433,300","$439,900","$444,300","$448,100","$452,700","$456,300","$459,700","$463,400","$466,600","$468,800","$470,900","$472,800","$473,500","$474,100","$475,600","$477,800","$480,000","$483,400","$486,400","$490,300","$496,800","$506,200","$515,600","$522,000","$526,100","$532,100","$541,000","$551,200","$559,600","$563,000","$563,700"
"Brooklyn","neighborhood","All Homes","$296,900","$300,100","$303,200","$305,500","$306,900","$307,200","$307,200","$307,200","$308,000","$309,500","$311,300","$312,800","$313,600","$314,200","$314,300","$313,700","$312,200","$311,700","$311,400","$310,600","$309,300","$309,700","$310,600","$310,900","$309,400","$306,600","$304,000","$302,900","$302,900","$302,300","$300,500","$298,000","$294,900","$291,800","$289,300","$287,600","$286,600","$286,100","$285,100","$284,700","$284,900","$284,000","$282,100","$281,400","$281,400","$280,800","$279,600","$278,700","$278,000","$277,100","$276,000","$274,300","$272,700","$271,700","$271,900","$272,100","$271,700","$270,200","$268,200","$265,900","$263,500","$261,400","$260,200","$259,400","$258,600","$257,500","$256,500","$255,800","$256,300","$257,000","$257,700","$259,300","$261,200","$263,000","$265,400","$268,200","$270,600","$273,200","$276,600","$279,900","$282,400","$285,200","$288,500","$291,400","$295,900","$302,000","$307,600","$310,900","$313,600","$316,700","$320,600","$324,800","$329,600","$333,700","$336,100","$335,900","$333,500","$331,100","$330,300","$330,900","$332,300","$333,500","$334,500","$335,500","$335,500","$336,400","$338,900","$343,900","$352,400","$361,300","$366,800","$371,300","$377,200","$383,900","$389,600","$394,400","$399,700","$406,100","$412,600","$418,000"
"Buckman","neighborhood","All Homes","$358,300","$361,300","$364,800","$367,000","$368,100","$370,000","$373,900","$378,600","$380,200","$380,900","$383,800","$388,100","$392,400","$394,900","$394,300","$392,000","$389,800","$388,900","$388,000","$385,400","$382,400","$382,100","$382,800","$381,600","$378,500","$376,100","$374,300","$372,700","$371,800","$370,400","$367,800","$364,100","$362,700","$363,800","$365,000","$364,400","$363,100","$361,600","$360,300","$359,800","$360,400","$361,100","$361,000","$361,200","$361,900","$361,600","$360,400","$360,600","$361,100","$359,700","$357,800","$355,500","$350,700","$343,800","$339,000","$337,600","$337,700","$336,300","$334,100","$332,300","$330,400","$328,300","$327,000","$327,100","$328,200","$329,800","$330,600","$330,600","$331,100","$332,500","$335,200","$339,400","$342,800","$344,900","$348,100","$353,500","$359,400","$364,100","$368,000","$371,300","$375,200","$379,100","$383,500","$387,900","$394,400","$404,000","$412,800","$417,100","$419,700","$423,200","$426,600","$430,800","$433,800","$436,400","$438,700","$441,000","$443,500","$446,900","$449,400","$451,700","$453,500","$455,200","$457,700","$460,700","$461,200","$460,100","$459,800","$460,500","$462,200","$467,800","$475,700","$484,300","$493,700","$505,900","$518,700","$529,500","$538,800","$547,500","$554,400","$558,900"
"Cathedral Park","neighborhood","All Homes","$213,000","$215,800","$218,800","$221,900","$224,900","$226,700","$228,500","$230,900","$232,200","$232,000","$232,600","$234,200","$235,500","$236,200","$236,100","$236,100","$236,000","$235,800","$235,600","$236,000","$236,700","$237,500","$237,800","$237,700","$237,000","$235,700","$234,700","$234,000","$233,300","$232,100","$229,800","$225,800","$223,500","$223,400","$223,000","$221,900","$220,900","$219,200","$216,900","$214,100","$211,100","$209,600","$209,600","$210,700","$211,400","$211,400","$210,800","$210,400","$210,000","$209,600","$209,100","$208,400","$207,200","$205,200","$202,800","$200,500","$198,200","$195,600","$193,300","$191,000","$188,900","$186,500","$183,700","$181,600","$181,200","$181,500","$181,700","$182,300","$183,300","$183,500","$183,400","$184,500","$187,600","$191,900","$196,400","$200,400","$203,500","$206,000","$208,300","$209,500","$210,200","$211,800","$214,100","$216,300","$219,100","$223,500","$228,000","$231,100","$233,700","$236,300","$238,000","$239,800","$241,500","$244,300","$247,400","$250,400","$250,600","$248,700","$246,200","$246,800","$248,900","$250,000","$251,000","$252,900","$254,400","$255,400","$257,600","$259,200","$260,200","$263,400","$268,600","$272,000","$274,100","$278,200","$284,400","$291,300","$297,300","$301,700","$305,100","$307,900"
"Centennial","neighborhood","All Homes","$195,300","$197,500","$199,700","$201,900","$204,300","$206,800","$209,500","$212,100","$213,800","$214,800","$216,200","$217,800","$218,700","$218,900","$218,600","$218,200","$217,100","$215,500","$214,000","$213,300","$213,000","$212,600","$211,700","$210,700","$209,500","$207,500","$205,000","$202,300","$200,300","$198,600","$196,400","$193,200","$191,000","$189,800","$188,500","$186,700","$185,100","$183,800","$182,800","$181,700","$180,600","$179,400","$178,000","$177,000","$176,200","$175,300","$174,200","$173,100","$172,000","$170,400","$168,300","$166,300","$164,300","$162,100","$160,100","$158,600","$157,000","$154,900","$152,400","$150,000","$147,600","$145,700","$144,200","$143,200","$142,300","$141,600","$141,300","$141,000","$140,500","$139,600","$139,100","$139,000","$139,200","$139,400","$139,700","$140,100","$140,200","$140,300","$140,500","$140,900","$141,600","$142,500","$143,800","$145,900","$148,800","$152,200","$155,400","$158,500","$161,600","$164,900","$168,200","$170,800","$172,700","$175,200","$178,100","$181,000","$183,300","$185,200","$186,700","$188,400","$189,900","$191,000","$191,900","$192,800","$193,500","$194,100","$195,000","$196,100","$197,500","$199,800","$202,500","$205,200","$208,100","$211,000","$213,900","$217,300","$221,000","$224,500","$227,300","$229,400"
"Collins View","neighborhood","All Homes","$341,900","$346,700","$350,600","$355,400","$359,000","$359,800","$360,900","$363,000","$364,700","$365,800","$366,800","$366,900","$366,300","$367,400","$369,200","$370,600","$371,900","$373,400","$373,000","$370,300","$367,600","$367,300","$368,400","$368,400","$367,300","$365,300","$362,400","$358,300","$354,100","$350,400","$346,900","$342,100","$337,400","$334,500","$332,900","$332,100","$330,300","$327,400","$325,200","$324,900","$324,900","$324,100","$323,100","$323,600","$324,900","$324,400","$322,200","$320,800","$319,100","$315,800","$311,800","$308,100","$304,300","$300,100","$296,600","$295,100","$294,300","$292,300","$289,700","$286,600","$282,900","$281,000","$280,800","$280,300","$279,400","$279,700","$280,600","$280,900","$281,000","$281,800","$282,700","$282,700","$282,800","$283,700","$285,000","$286,300","$288,300","$291,200","$294,500","$297,600","$300,000","$302,500","$306,700","$314,300","$323,900","$332,800","$338,700","$342,400","$345,000","$347,200","$348,400","$349,500","$351,000","$353,500","$355,300","$353,400","$350,300","$348,100","$347,400","$347,400","$349,100","$351,000","$351,400","$350,500","$350,000","$350,600","$351,400","$353,000","$355,900","$360,000","$364,500","$369,600","$374,800","$379,600","$385,100","$391,800","$398,200","$402,400","$405,100","$407,100"
"Concordia","neighborhood","All Homes","$277,500","$281,500","$285,100","$288,300","$291,000","$293,200","$295,000","$296,300","$297,400","$299,100","$301,300","$303,600","$305,400","$306,400","$307,800","$309,500","$310,300","$310,300","$310,200","$309,700","$309,800","$310,900","$311,500","$311,100","$309,800","$308,400","$306,300","$303,900","$302,000","$300,300","$297,700","$294,300","$291,200","$289,500","$289,200","$288,300","$286,500","$285,000","$283,600","$282,200","$281,300","$280,800","$280,300","$280,700","$280,900","$280,000","$279,300","$279,800","$280,600","$279,800","$277,900","$276,000","$274,000","$271,800","$270,500","$270,300","$270,300","$269,000","$265,700","$261,900","$259,500","$257,700","$256,100","$255,600","$256,400","$257,600","$259,400","$261,200","$262,500","$263,800","$265,700","$267,700","$270,200","$274,300","$280,000","$285,400","$288,700","$290,200","$291,400","$292,800","$294,600","$296,900","$299,800","$303,700","$308,300","$313,700","$319,300","$323,400","$327,300","$333,100","$338,400","$341,900","$345,200","$348,800","$352,300","$355,200","$355,900","$354,300","$352,800","$353,700","$355,600","$356,700","$357,300","$358,800","$359,500","$359,300","$360,300","$363,200","$368,600","$376,000","$383,000","$388,800","$394,300","$399,500","$404,700","$410,600","$418,100","$426,700","$433,900","$438,900"
"Corbett-Terwilliger-Lair Hill","neighborhood","All Homes","$347,100","$353,200","$357,900","$362,800","$366,900","$369,800","$373,000","$376,600","$377,400","$378,400","$382,500","$386,700","$389,200","$391,200","$392,800","$392,200","$390,700","$389,600","$387,900","$384,400","$383,700","$386,100","$388,400","$389,500","$389,000","$385,500","$381,400","$378,800","$375,200","$371,100","$365,900","$357,900","$348,900","$344,300","$341,100","$334,900","$326,900","$320,100","$314,600","$311,000","$310,200","$308,700","$309,100","$311,200","$312,400","$307,400","$297,300","$287,000","$282,300","$280,100","$276,700","$272,600","$270,600","$267,500","$261,900","$259,000","$261,100","$262,200","$260,900","$259,400","$257,500","$259,800","$264,400","$265,500","$260,600","$255,300","$250,500","$248,500","$247,400","$244,000","$239,400","$236,500","$235,600","$236,400","$238,200","$241,900","$248,500","$253,700","$255,900","$258,100","$256,800","$256,100","$264,600","$277,600","$285,300","$289,100","$291,000","$291,800","$288,200","$292,200","$304,200","$311,800","$310,700","$312,500","$315,500","$314,700","$310,400","$296,200","$277,900","$264,900","$261,700","$260,600","$260,800","$260,400","$260,600","$261,500","$263,000","$264,300","$265,600","$271,100","$282,900","$292,100","$295,000","$295,900","$296,100","$295,700","$297,600","$300,200","$302,300","$304,000"
"Creston-Kenilworth","neighborhood","All Homes","$258,500","$261,700","$264,800","$268,600","$270,600","$270,800","$271,000","$272,000","$273,100","$274,100","$274,900","$275,200","$276,000","$277,300","$278,300","$278,500","$278,800","$279,200","$278,900","$278,400","$278,200","$278,600","$279,000","$278,600","$277,100","$274,700","$272,200","$270,400","$269,500","$268,800","$267,400","$264,400","$261,700","$261,000","$261,200","$261,100","$260,600","$259,500","$258,600","$258,200","$257,500","$256,600","$256,000","$256,200","$256,200","$255,500","$255,200","$255,900","$256,200","$255,700","$254,700","$253,100","$251,200","$250,500","$251,100","$251,700","$251,300","$250,000","$247,900","$245,000","$242,400","$240,500","$239,300","$238,200","$237,200","$236,100","$235,000","$234,500","$234,400","$235,100","$236,300","$237,800","$239,500","$241,800","$244,300","$246,500","$248,200","$249,300","$250,700","$252,600","$255,300","$257,800","$260,400","$264,200","$269,500","$275,300","$280,500","$285,200","$289,200","$292,900","$296,200","$299,500","$302,400","$304,600","$307,000","$309,000","$309,000","$308,000","$307,600","$308,100","$308,900","$309,600","$311,500","$314,200","$316,100","$316,700","$317,500","$318,500","$321,000","$325,500","$331,100","$337,800","$346,100","$354,200","$359,900","$365,700","$372,700","$379,500","$384,800","$388,900"
"Crestwood","neighborhood","All Homes","$280,200","$285,100","$289,900","$293,500","$295,500","$298,000","$301,300","$303,600","$304,600","$305,500","$306,900","$308,200","$309,200","$309,600","$310,200","$310,800","$311,200","$310,800","$309,200","$307,900","$307,400","$307,000","$306,400","$305,900","$303,800","$300,400","$296,200","$293,400","$291,600","$289,600","$287,400","$283,700","$281,700","$283,200","$286,100","$287,200","$287,300","$286,800","$286,000","$284,900","$283,600","$281,900","$279,500","$277,600","$275,900","$274,000","$271,900","$269,900","$268,000","$266,200","$264,600","$262,300","$258,400","$254,200","$251,800","$251,100","$250,200","$248,500","$245,700","$243,100","$240,700","$238,900","$238,100","$238,700","$239,700","$240,700","$241,200","$241,600","$242,400","$243,100","$243,400","$244,300","$246,300","$248,800","$250,800","$251,900","$252,800","$254,500","$255,500","$256,000","$256,600","$257,500","$259,000","$261,300","$264,600","$267,700","$270,400","$273,500","$277,700","$282,200","$287,300","$291,800","$293,800","$294,800","$296,600","$298,200","$298,900","$300,500","$302,600","$304,600","$308,100","$311,700","$314,900","$318,000","$320,300","$321,300","$323,600","$326,900","$330,800","$334,800","$338,800","$342,200","$345,400","$348,200","$351,900","$356,900","$362,700","$368,000","$371,200","$372,700"
"Cully","neighborhood","All Homes","$218,800","$221,100","$223,100","$224,400","$225,800","$228,500","$232,000","$235,000","$236,600","$237,300","$237,600","$238,000","$238,600","$238,800","$238,500","$238,100","$237,600","$236,000","$233,900","$232,900","$232,600","$232,400","$232,700","$233,000","$232,900","$232,400","$231,500","$230,100","$229,200","$228,300","$227,000","$225,000","$223,300","$221,800","$220,000","$217,700","$215,700","$215,000","$215,200","$214,900","$214,100","$213,500","$212,900","$212,700","$212,700","$212,400","$212,100","$212,200","$212,400","$211,300","$209,700","$208,600","$206,900","$204,600","$203,100","$202,200","$201,400","$200,500","$199,800","$199,200","$198,100","$196,400","$195,200","$194,900","$194,800","$194,800","$194,600","$194,500","$194,600","$194,500","$194,700","$196,400","$199,200","$201,600","$203,200","$204,500","$206,000","$207,400","$209,700","$212,100","$214,800","$217,600","$220,200","$221,700","$223,500","$226,000","$228,900","$231,300","$233,300","$235,500","$237,400","$239,200","$241,000","$243,400","$245,600","$248,200","$250,900","$254,300","$256,600","$257,800","$260,300","$264,500","$267,800","$269,300","$270,300","$271,100","$272,400","$273,700","$275,400","$278,300","$282,300","$286,000","$289,900","$294,200","$298,900","$303,600","$308,200","$312,500","$316,600","$319,600"
"Eastmoreland","neighborhood","All Homes","$539,000","$550,800","$559,700","$563,500","$566,200","$571,600","$579,300","$584,600","$584,800","$583,200","$583,300","$583,600","$582,500","$579,900","$578,700","$578,800","$579,300","$579,100","$577,500","$575,700","$576,300","$578,500","$579,300","$578,500","$575,500","$572,000","$571,800","$573,500","$573,100","$569,400","$564,300","$557,400","$549,400","$542,500","$538,000","$533,900","$529,800","$527,000","$521,100","$512,900","$507,300","$503,200","$497,400","$494,100","$495,700","$496,900","$494,600","$492,900","$494,200","$495,800","$496,300","$496,300","$495,300","$493,300","$492,900","$495,300","$497,700","$497,600","$497,400","$497,800","$497,600","$493,000","$486,500","$481,400","$478,800","$477,800","$478,700","$480,500","$483,000","$486,000","$488,400","$490,700","$492,600","$494,800","$497,600","$500,400","$502,200","$504,400","$506,900","$508,300","$507,700","$507,700","$510,800","$515,300","$520,000","$524,800","$530,700","$536,600","$542,000","$547,600","$552,800","$555,700","$557,100","$560,600","$565,600","$570,800","$573,900","$577,300","$582,500","$589,500","$596,000","$600,800","$602,700","$604,800","$607,300","$609,400","$612,100","$615,100","$619,100","$626,200","$635,100","$645,500","$655,900","$664,200","$672,000","$680,700","$690,400","$700,500","$707,700","$711,600"
